Time,acc_x,acc_y,acc_x,fx,fy,fz
11.2653,-0.00808557,-0.00421564,0.0197642,0.199742,-0.416632,-1.33345
11.266,-0.00654864,-0.00382301,0.0216465,0.352252,-0.111519,-1.02847
11.2667,-0.00614771,-0.00421564,0.0232151,0.199742,-0.264075,-1.33345
11.2673,-0.00694958,-0.00535221,0.0250974,-0.105526,-0.416632,-1.63889
11.268,-0.00654864,-0.00498024,0.0270582,-0.258036,-0.264075,-1.79115
11.2687,-0.00654864,-0.00458761,0.0289405,0.352252,0.0410366,-1.48617
11.2693,-0.00694958,-0.00421564,0.0316071,0.199742,-0.264075,-1.33345
11.27,-0.00574677,-0.00345104,0.0338815,0.0471078,0.193593,-1.02847
11.2707,-0.00501172,-0.00382301,0.0354501,0.0471078,0.346149,-1.18074
11.2713,-0.00541265,-0.00458761,0.0357638,0.0471078,-0.264075,-1.79115
11.272,-0.00654864,-0.00574484,0.036156,0.504886,-0.264075,-1.18074
11.2727,-0.00768463,-0.00650945,0.0365481,0.199742,0.0410366,-1.02847
11.2733,-0.00841968,-0.00611681,0.0384304,0.199742,-0.111519,-1.18074
11.274,-0.00841968,-0.00574484,0.0407833,0.504886,-0.264075,-1.33345
11.2747,-0.00808557,-0.00535221,0.0418813,0.0471078,0.0410366,-1.02847
11.2753,-0.00808557,-0.00535221,0.0422735,0.0471078,0.0410366,-0.875755
11.276,-0.00841968,-0.00574484,0.0438421,0.0471078,-0.569188,-1.18074
11.2767,-0.00841968,-0.00650945,0.0457244,0.0471078,-0.111519,-0.875755
11.2773,-0.00841968,-0.00727405,0.0457244,0.352252,-0.264075,-1.02847
11.278,-0.00841968,-0.00764602,0.0453322,0.504886,-0.416632,-1.18074
11.2787,-0.00768463,-0.00650945,0.0465087,0.352252,0.0410366,-1.02847
11.2793,-0.00808557,-0.00650945,0.0468224,0.199742,-0.264075,-1.18074
11.28,-0.00841968,-0.00688141,0.0461165,0.657396,-0.264075,-0.875755
11.2807,-0.00808557,-0.00727405,0.0457244,0.81003,0.346149,-0.723039
11.2813,-0.00728369,-0.00764602,0.0453322,0.352252,0.346149,-0.570773
11.282,-0.00694958,-0.00841062,0.0445479,0.199742,0.193593,-0.570773
11.2827,-0.00694958,-0.00954719,0.0438421,0.352252,0.346149,-0.570773
11.2833,-0.00694958,-0.0103118,0.0438421,0.199742,-0.264075,-1.18074
11.284,-0.00541265,-0.0103118,0.0438421,0.504886,-0.416632,-1.33345
11.2847,-0.00461078,-0.0107044,0.0438421,0.504886,0.0410366,-1.02847
11.2853,-0.00427666,-0.0122336,0.0438421,0.199742,-0.264075,-0.723039
11.286,-0.00387573,-0.0137422,0.0438421,-0.105526,-0.569188,-1.18074
11.2867,-0.0023388,-0.0141348,0.0434499,0.504886,0.0410366,-1.18074
11.2873,-0.000400937,-0.0137422,0.0438421,0.81003,-0.111519,-1.18074
11.288,0.0014701,-0.0137422,0.0438421,0.504886,-0.721744,-1.18074
11.2887,0.00187104,-0.0133702,0.0422735,0.657396,-0.264075,-0.875755
11.2893,0.0014701,-0.0137422,0.0407833,0.352252,-0.111519,-1.48617
11.29,0.00220516,-0.0141348,0.041097,0.352252,-0.264075,-1.79115
11.2907,0.00340797,-0.0133702,0.0403912,0.657396,0.0410366,-1.02847
11.2913,0.00340797,-0.0126056,0.0384304,0.504886,0.346149,-1.18074
11.292,0.00340797,-0.0129982,0.0373324,0.199742,0.0410366,-1.48617
11.2927,0.00374208,-0.011841,0.0354501,0.199742,-0.416632,-1.48617
11.2933,0.00608088,-0.0107044,0.0330972,0.504886,-0.111519,-1.33345
11.294,0.00681593,-0.0103118,0.0312149,0.352252,0.193593,-1.33345
11.2947,0.006415,-0.00993982,0.0285483,0.0471078,-0.111519,-0.875755
11.2953,0.00721687,-0.00803865,0.0258817,0.352252,0.193593,-0.723039
11.296,0.00835286,-0.00611681,0.0243131,0.81003,0.651574,-0.875755
11.2967,0.00908791,-0.00535221,0.0220387,0.504886,0.193593,-0.875755
11.2973,0.00988979,-0.00421564,0.0193721,-0.105526,0.193593,-0.875755
11.298,0.0106248,-0.00268644,0.0159212,0.0471078,0.0410366,-1.33345
11.2987,0.0102239,-0.00231447,0.0132546,0.504886,-0.111519,-1.48617
11.2993,0.0102239,-0.00154987,0.0117644,0.657396,-0.111519,-1.33345
11.3,0.0106248,-0.000392633,0.00909782,0.504886,-0.111519,-1.48617
11.3007,0.0110258,0.000743937,0.00682336,0.0471078,-0.264075,-1.18074
11.3013,0.0110258,0.00150854,0.00454891,0.199742,-0.416632,-1.02847
11.302,0.0106248,0.00111591,0.00149016,0.504886,-0.416632,-1.18074
11.3027,0.0102239,0.00150854,-0.000470577,0.352252,-0.264075,-1.33345
11.3033,0.00988979,0.00264511,-0.00156859,0.352252,-0.264075,-1.18074
11.304,0.00948885,0.00417431,-0.00313718,0.352252,0.346149,-1.33345
11.3047,0.00908791,0.00646812,-0.00423519,0.352252,0.498705,-1.33345
11.3053,0.00795192,0.00684008,-0.00729394,0.352252,0.0410366,-1.18074
11.306,0.00681593,0.00684008,-0.00996054,0.352252,-0.416632,-1.18074
11.3067,0.00608088,0.00799732,-0.0115291,0.352252,-0.111519,-1.18074
11.3073,0.00454396,0.00876192,-0.0130193,0.352252,0.193593,-1.33345
11.308,0.00300703,0.00876192,-0.0141957,0.0471078,0.193593,-1.63889
11.3087,0.00220516,0.00876192,-0.0145879,0.352252,0.0410366,-1.79115
11.3093,0.00187104,0.00952652,-0.0152937,0.504886,0.193593,-1.33345
11.31,0.00106917,0.0102911,-0.016078,0.504886,0.498705,-1.02847
11.3107,-6.68229E-05,0.0106631,-0.0168623,0.199742,0.193593,-1.48617
11.3113,-0.00120281,0.00989849,-0.0179603,0.199742,0.0410366,-1.33345
11.312,-0.00120281,0.00913389,-0.0191368,0.504886,0.193593,-1.02847
11.3127,-0.000801875,0.00836929,-0.0203132,0.199742,0.193593,-1.02847
11.3133,-0.00120281,0.00836929,-0.0203132,0.199742,0.193593,-1.18074
11.314,-0.00160375,0.00913389,-0.0195289,0.504886,0.0410366,-1.02847
11.3147,-0.00160375,0.00913389,-0.0199211,0.657396,0.346149,-0.723039
11.3153,-0.000801875,0.00913389,-0.020627,0.504886,0.193593,-1.18074
11.316,-0.000801875,0.00952652,-0.0195289,0.199742,-0.111519,-1.79115
11.3167,-0.00160375,0.0102911,-0.0183525,0.352252,0.193593,-1.48617
11.3173,-0.00120281,0.00989849,-0.0176466,0.504886,0.346149,-1.02847
11.318,0.000334114,0.00913389,-0.0164702,0.199742,-0.111519,-1.48617
11.3187,0.000735052,0.00913389,-0.0156859,0.0471078,-0.111519,-1.79115
11.3193,-6.68229E-05,0.00952652,-0.0156859,0.504886,0.346149,-0.723039
11.32,-0.000801875,0.00913389,-0.0149016,0.352252,0.193593,-1.02847
11.3207,-0.000801875,0.00836929,-0.0145879,0.199742,0.193593,-1.63889
11.3213,-0.000400937,0.00876192,-0.0149016,0.504886,0.193593,-1.18074
11.322,-0.000801875,0.00913389,-0.0138036,0.352252,0.0410366,-1.18074
11.3227,-0.0023388,0.00989849,-0.0119213,0.199742,0.0410366,-1.02847
11.3233,-0.00307385,0.0102911,-0.0107448,0.352252,0.193593,-1.18074
11.324,-0.00307385,0.00989849,-0.0095684,0.0471078,0.0410366,-1.33345
11.3247,-0.00347479,0.00913389,-0.00807824,0.199742,-0.111519,-1.18074
11.3253,-0.00461078,0.00913389,-0.00650965,0.352252,0.0410366,-1.02847
11.326,-0.00501172,0.00989849,-0.00462734,0.352252,0.346149,-1.33345
11.3267,-0.00501172,0.0106631,-0.00313718,0.657396,0.193593,-1.33345
11.3273,-0.00541265,0.0110351,-0.00117644,0.504886,-0.264075,-1.02847
11.328,-0.00614771,0.0114277,0.000705865,0.504886,0.193593,-1.02847
11.3287,-0.00694958,0.0110351,0.00149016,0.81003,0.80413,-1.02847
11.3293,-0.00654864,0.0114277,0.00298032,0.0471078,0.0410366,-1.18074
11.33,-0.00694958,0.0117997,0.00525477,-0.410671,-0.111519,-1.33345
11.3307,-0.00768463,0.0117997,0.00603907,-0.105526,0.193593,-1.33345
11.3313,-0.00728369,0.0114277,0.00792138,0.199742,0.346149,-1.02847
11.332,-0.00694958,0.0117997,0.0102743,0.504886,0.346149,-0.418056
11.3327,-0.00694958,0.0121923,0.0109801,0.199742,0.193593,-0.723039
11.3333,-0.00654864,0.0121923,0.0121566,0.0471078,0.193593,-0.875755
11.334,-0.00614771,0.0117997,0.0136467,0.0471078,0.193593,-0.875755
11.3347,-0.00614771,0.0117997,0.014431,-0.105526,-0.111519,-1.33345
11.3353,-0.00614771,0.0117997,0.0156075,0.504886,0.193593,-1.18074
11.336,-0.00614771,0.0114277,0.0170976,0.657396,0.346149,-0.875755
11.3367,-0.00574677,0.0110351,0.0182741,-0.105526,0.0410366,-1.18074
11.3373,-0.00614771,0.0106631,0.0186662,-0.105526,0.193593,-1.02847
11.338,-0.00541265,0.0114277,0.0197642,0.352252,0.0410366,-0.875755
11.3387,-0.00461078,0.0129569,0.0209407,-0.105526,0.0410366,-1.18074
11.3393,-0.00461078,0.0121923,0.0220387,0.352252,0.651574,-0.570773
11.34,-0.00427666,0.0114277,0.0236073,0.657396,0.498705,-0.418056
11.3407,-0.00427666,0.0121923,0.0250974,-0.105526,-0.111519,-1.02847
11.3413,-0.00427666,0.0121923,0.0250974,-0.410671,-0.416632,-1.02847
11.342,-0.00387573,0.0114277,0.0254896,-0.105526,0.0410366,-0.570773
11.3427,-0.00461078,0.0110351,0.0270582,-0.105526,0.498705,-0.875755
11.3433,-0.00574677,0.0106631,0.0293326,0.0471078,0.346149,-1.33345
11.344,-0.00654864,0.0106631,0.0308228,0.657396,0.346149,-1.33345
11.3447,-0.00574677,0.0117997,0.0312149,0.657396,0.346149,-1.33345
11.3453,-0.00541265,0.0121923,0.0300385,0.199742,-0.111519,-1.33345
11.346,-0.00654864,0.0117997,0.0297248,0.352252,-0.264075,-1.18074
11.3467,-0.00654864,0.0117997,0.0308228,0.657396,0.193593,-0.570773
11.3473,-0.00574677,0.0114277,0.0316071,0.352252,0.193593,-0.418056
11.348,-0.00541265,0.0117997,0.0312149,-0.258036,-0.264075,-0.570773
11.3487,-0.00501172,0.0125643,0.0312149,0.199742,0.0410366,-0.265339
11.3493,-0.00574677,0.0121923,0.0312149,0.199742,-0.111519,-0.723039
11.35,-0.00614771,0.0121923,0.0312149,0.0471078,0.0410366,-0.875755
11.3507,-0.00654864,0.0121923,0.0316071,0.352252,0.346149,-0.265339
11.3513,-0.00728369,0.0114277,0.0316071,-0.258036,-0.111519,-0.875755
11.352,-0.00728369,0.0114277,0.0304306,-0.258036,0.0410366,-0.875755
11.3527,-0.00654864,0.0117997,0.0308228,0.352252,0.346149,-0.570773
11.3533,-0.00614771,0.0117997,0.0312149,0.0471078,-0.111519,-1.02847
11.354,-0.00654864,0.0110351,0.0304306,-0.258036,-0.264075,-0.723039
11.3547,-0.00728369,0.00989849,0.0297248,-0.105526,0.0410366,-0.723039
11.3553,-0.00728369,0.00952652,0.0304306,0.352252,0.193593,-0.875755
11.356,-0.00654864,0.00876192,0.0312149,0.352252,0.0410366,-0.875755
11.3567,-0.00541265,0.00836929,0.0308228,0.199742,-0.111519,-1.02847
11.3573,-0.00501172,0.00723272,0.0300385,0.0471078,-0.111519,-1.02847
11.358,-0.00614771,0.00570351,0.0293326,0.0471078,-0.111519,-1.02847
11.3587,-0.00654864,0.00570351,0.0293326,0.0471078,0.0410366,-1.02847
11.3593,-0.00614771,0.00570351,0.0297248,-0.105526,0.193593,-0.875755
11.36,-0.00574677,0.00493891,0.0297248,-0.105526,0.0410366,-0.723039
11.3607,-0.00574677,0.00456694,0.0304306,0.199742,0.193593,-0.875755
11.3613,-0.00574677,0.00456694,0.0304306,0.504886,0.0410366,-1.33345
11.362,-0.00541265,0.00340971,0.0300385,0.199742,0.0410366,-1.18074
11.3627,-0.00541265,0.00227314,0.0300385,0.504886,0.80413,-0.570773
11.3633,-0.00541265,0.00111591,0.0300385,0.352252,0.651574,-1.02847
11.364,-0.00541265,-0.000392633,0.0289405,-0.258036,-0.264075,-1.63889
11.3647,-0.00427666,-0.00154987,0.0273719,-0.105526,-0.111519,-1.33345
11.3653,-0.00307385,-0.00192184,0.026666,0.199742,0.346149,-1.02847
11.366,-0.0023388,-0.00154987,0.0258817,-0.105526,0.0410366,-1.18074
11.3667,-0.00160375,-0.00115723,0.0247053,0.199742,0.193593,-0.875755
11.3673,-0.000801875,-0.000785267,0.0243131,0.657396,0.193593,-0.723039
11.368,-0.00120281,-0.00115723,0.0236073,-0.410671,-0.721744,-1.18074
11.3687,-0.00120281,-0.00231447,0.0224308,-0.410671,-0.111519,-0.570773
11.3693,-0.00120281,-0.00382301,0.0213328,0.199742,0.498705,-0.723039
11.37,-0.00193786,-0.00458761,0.0205485,0.199742,-0.111519,-1.63889
11.3707,-0.0023388,-0.00535221,0.0201564,0.352252,0.0410366,-1.33345
11.3713,-0.00273974,-0.00611681,0.0189799,-0.105526,-0.416632,-1.33345
11.372,-0.00273974,-0.00727405,0.0170976,0.0471078,-0.416632,-1.18074
11.3727,-0.0023388,-0.00841062,0.0156075,0.199742,0.0410366,-1.02847
11.3733,-0.0023388,-0.00917522,0.014431,-0.105526,-0.416632,-1.33345
11.374,-0.0023388,-0.00954719,0.0125487,0.199742,-0.721744,-1.18074
11.3747,-0.00193786,-0.00954719,0.0113723,0.199742,-0.111519,-1.02847
11.3753,-0.000801875,-0.00993982,0.00988211,-0.105526,-0.111519,-1.48617
11.376,-6.68229E-05,-0.0107044,0.00870567,-0.258036,-0.569188,-1.94387
11.3767,0.000334114,-0.011841,0.00831352,0.352252,-0.264075,-1.63889
11.3773,0.000334114,-0.0122336,0.00682336,0.199742,0.193593,-1.33345
11.378,0.00106917,-0.0129982,0.00415676,-0.105526,0.0410366,-1.63889
11.3787,0.0014701,-0.0141348,0.00219603,0.81003,-0.416632,-1.48617
11.3793,0.00220516,-0.0148994,0.00109801,0.81003,-0.569188,-1.02847
11.38,0.00340797,-0.0152714,-0.00117644,-0.258036,-0.264075,-1.48617
11.3807,0.00414302,-0.0168006,-0.00313718,-0.258036,-0.416632,-1.79115
11.3813,0.00487807,-0.0171932,-0.00423519,0.199742,-0.264075,-1.48617
11.382,0.00567995,-0.0171932,-0.00580378,0.0471078,0.193593,-1.63889
11.3827,0.00567995,-0.0171932,-0.00768609,-0.258036,0.193593,-1.94387
11.3833,0.00608088,-0.015664,-0.00886253,-0.105526,-0.264075,-1.79115
11.384,0.00608088,-0.0148994,-0.0103527,0.352252,-0.416632,-1.63889
11.3847,0.00608088,-0.0152714,-0.0138036,-0.105526,-0.721744,-1.94387
11.3853,0.00681593,-0.015664,-0.0168623,0.0471078,0.193593,-1.79115
11.386,0.00681593,-0.0148994,-0.0183525,0.199742,0.346149,-1.79115
11.3867,0.00608088,-0.0141348,-0.0191368,-0.258036,-0.264075,-1.79115
11.3873,0.00608088,-0.0141348,-0.020627,-0.105526,-0.264075,-1.79115
11.388,0.00567995,-0.0129982,-0.0221955,0.352252,0.0410366,-1.63889
11.3887,0.00567995,-0.0122336,-0.0232936,0.352252,0.498705,-1.63889
11.3893,0.00454396,-0.011469,-0.0252543,-0.258036,0.0410366,-2.24885
11.39,0.00300703,-0.0107044,-0.0263523,0.0471078,0.0410366,-1.94387
11.3907,0.00300703,-0.0110764,-0.0275287,0.657396,0.498705,-1.33345
11.3913,0.00374208,-0.011469,-0.028313,0.199742,-0.416632,-1.94387
11.392,0.00374208,-0.0110764,-0.0294111,0.0471078,-0.264075,-1.79115
11.3927,0.00220516,-0.0110764,-0.0313718,0.0471078,0.0410366,-1.33345
11.3933,0.00187104,-0.0103118,-0.0328619,0.0471078,0.0410366,-1.48617
11.394,0.00187104,-0.0103118,-0.0340384,0.352252,0.0410366,-1.48617
11.3947,0.0014701,-0.0103118,-0.0363128,0.0471078,0.193593,-1.48617
11.3953,0.000735052,-0.00993982,-0.0370971,-0.105526,0.193593,-1.63889
11.396,0.00106917,-0.0103118,-0.037803,-0.105526,-0.111519,-1.94387
11.3967,0.00106917,-0.0107044,-0.0393716,0.0471078,0.193593,-1.63889
11.3973,0.000735052,-0.011841,-0.0404696,0.352252,0.651574,-1.18074
11.398,0.000334114,-0.0126056,-0.0408618,0.199742,0.193593,-1.33345
11.3987,0.000735052,-0.0137422,-0.0424303,-0.258036,-0.264075,-1.63889
11.3993,0.000735052,-0.0148994,-0.0443126,0.0471078,-0.111519,-1.48617
11.4,0.000334114,-0.015664,-0.0447048,0.199742,-0.264075,-1.33345
11.4007,-6.68229E-05,-0.016036,-0.0443126,0.199742,0.0410366,-1.63889
11.4013,-0.000801875,-0.016036,-0.0447048,0.199742,0.193593,-1.79115
11.402,-0.000801875,-0.0168006,-0.0450969,0.199742,-0.264075,-1.48617
11.4027,-0.000801875,-0.0179371,-0.046195,0.199742,-0.111519,-1.18074
11.4033,-0.00160375,-0.0183298,-0.0473714,0.0471078,0.0410366,-1.33345
11.404,-0.00160375,-0.0183298,-0.0477635,-0.258036,-0.111519,-1.63889
11.4047,-0.00193786,-0.0187017,-0.0485478,0.199742,0.346149,-1.48617
11.4053,-0.0023388,-0.0190944,-0.0492537,0.504886,0.498705,-1.48617
11.406,-0.00193786,-0.0183298,-0.0488616,0.0471078,-0.111519,-1.48617
11.4067,-0.00193786,-0.0175652,-0.0485478,-0.105526,-0.111519,-1.48617
11.4073,-0.0023388,-0.0179371,-0.0477635,0.352252,0.193593,-1.33345
11.408,-0.00193786,-0.0187017,-0.0485478,0.352252,0.193593,-1.48617
11.4087,-0.00193786,-0.0183298,-0.0485478,0.199742,0.0410366,-1.48617
11.4093,-0.00193786,-0.0171932,-0.046195,0.81003,0.193593,-0.875755
11.41,-0.00273974,-0.0168006,-0.0450969,0.199742,-0.111519,-1.02847
11.4107,-0.00307385,-0.0168006,-0.046195,-0.563305,-0.569188,-1.48617
11.4113,-0.00307385,-0.016036,-0.046195,0.352252,0.346149,-0.875755
11.412,-0.00273974,-0.015664,-0.0447048,0.352252,0.0410366,-1.18074
11.4127,-0.00347479,-0.016036,-0.0431362,-0.563305,-0.721744,-1.63889
11.4133,-0.00347479,-0.016036,-0.0428225,-0.258036,-0.111519,-1.33345
11.414,-0.00273974,-0.015664,-0.0424303,0.352252,0.346149,-1.33345
11.4147,-0.00273974,-0.0148994,-0.0408618,0.199742,0.193593,-1.18074
11.4153,-0.00307385,-0.0137422,-0.0397637,0.0471078,0.0410366,-1.18074
11.416,-0.00307385,-0.0129982,-0.0385873,0.199742,-0.111519,-1.18074
11.4167,-0.00273974,-0.011469,-0.0363128,-0.105526,0.0410366,-1.33345
11.4173,-0.00347479,-0.011469,-0.0351364,-0.105526,0.346149,-1.02847
11.418,-0.00501172,-0.0110764,-0.0344305,0.0471078,0.193593,-0.875755
11.4187,-0.00574677,-0.0107044,-0.0332541,0.199742,-0.264075,-0.723039
11.4193,-0.00541265,-0.00993982,-0.0309796,0.0471078,-0.264075,-1.02847
11.42,-0.00574677,-0.00954719,-0.0294111,0.199742,0.0410366,-1.18074
11.4207,-0.00614771,-0.00993982,-0.0271366,0.352252,-0.111519,-1.18074
11.4213,-0.00654864,-0.00993982,-0.02447,0.0471078,-0.416632,-1.18074
11.422,-0.00728369,-0.00954719,-0.0221955,0.0471078,0.0410366,-1.02847
11.4227,-0.00808557,-0.00917522,-0.0210191,0.352252,0.346149,-0.875755
11.4233,-0.00841968,-0.00917522,-0.0199211,0.352252,0.193593,-0.723039
11.424,-0.00882062,-0.00917522,-0.0183525,0.0471078,0.0410366,-0.570773
11.4247,-0.00882062,-0.00917522,-0.016078,-0.410671,-0.264075,-1.02847
11.4253,-0.00841968,-0.00841062,-0.0134114,0.199742,0.193593,-0.723039
11.426,-0.00882062,-0.00803865,-0.0115291,0.199742,0.346149,-0.723039
11.4267,-0.00955567,-0.00803865,-0.00886253,-0.105526,-0.264075,-1.18074
11.4273,-0.0103575,-0.00803865,-0.00619593,0.199742,0.346149,-0.875755
11.428,-0.00922156,-0.00688141,-0.00541163,0.199742,0.651574,-0.723039
11.4287,-0.00882062,-0.00688141,-0.00541163,-0.105526,-0.264075,-0.875755
11.4293,-0.00841968,-0.00650945,-0.00462734,0.0471078,-0.111519,-0.723039
11.43,-0.00768463,-0.00574484,-0.00274503,0.0471078,0.193593,-1.02847
11.4307,-0.00694958,-0.00458761,-0.00156859,0.0471078,-0.111519,-1.48617
11.4313,-0.00694958,-0.00307907,-0.000862724,-0.258036,-0.111519,-1.48617
11.432,-0.00768463,-0.00307907,0.000313718,-0.410671,0.0410366,-1.33345
11.4327,-0.00808557,-0.00307907,0.00109801,0.0471078,0.193593,-1.48617
11.4333,-0.00694958,-0.00231447,0.00219603,0.352252,0.498705,-1.02847
11.434,-0.00614771,-0.00192184,0.00376461,-0.258036,0.193593,-0.570773
11.4347,-0.00654864,-0.00192184,0.00486263,-0.258036,-0.111519,-0.875755
11.4353,-0.00694958,-0.000785267,0.00603907,0.0471078,0.193593,-1.18074
11.436,-0.00614771,-0.000785267,0.00792138,0.0471078,-0.111519,-1.33345
11.4367,-0.00541265,-0.000392633,0.00948997,-0.258036,-0.416632,-1.33345
11.4373,-0.00541265,-2.06649E-05,0.0102743,0.199742,0.193593,-0.875755
11.438,-0.00541265,0.000371968,0.0102743,0.504886,0.193593,-0.723039
11.4387,-0.00427666,0.00150854,0.0117644,0.352252,-0.264075,-0.875755
11.4393,-0.00427666,0.00264511,0.0136467,0.0471078,-0.264075,-1.33345
11.44,-0.00501172,0.00264511,0.0156075,-0.105526,-0.111519,-1.63889
11.4407,-0.00541265,0.00340971,0.0174898,0.199742,-0.111519,-1.33345
11.4413,-0.00574677,0.00456694,0.0186662,0.504886,-0.111519,-0.723039
11.442,-0.00574677,0.00493891,0.0182741,0.199742,-0.264075,-0.723039
11.4427,-0.00501172,0.00607548,0.0189799,-0.105526,-0.264075,-0.875755
11.4433,-0.00427666,0.00684008,0.0201564,0.199742,0.0410366,-0.875755
11.444,-0.00427666,0.00646812,0.0213328,0.0471078,-0.264075,-1.18074
11.4447,-0.00427666,0.00684008,0.0224308,0.199742,-0.264075,-1.02847
11.4453,-0.00461078,0.00760469,0.0224308,-0.105526,-0.111519,-1.02847
11.446,-0.00461078,0.00836929,0.0216465,0.0471078,0.0410366,-1.18074
11.4467,-0.00427666,0.00876192,0.0220387,0.504886,0.193593,-0.723039
11.4473,-0.00427666,0.00913389,0.022823,0.352252,0.0410366,-0.570773
11.448,-0.00427666,0.00913389,0.0220387,0.0471078,-0.264075,-0.723039
11.4487,-0.00427666,0.00989849,0.0220387,0.199742,-0.264075,-1.02847
11.4493,-0.00307385,0.0106631,0.022823,0.352252,0.0410366,-1.02847
11.45,-0.0023388,0.00989849,0.0232151,-0.105526,-0.264075,-1.33345
11.4507,-0.0023388,0.00952652,0.022823,0.199742,-0.111519,-1.33345
11.4513,-0.00120281,0.0106631,0.022823,0.199742,0.193593,-1.18074
11.452,-0.000801875,0.0110351,0.0236073,-0.105526,0.0410366,-1.18074
11.4527,-0.000801875,0.0102911,0.0236073,0.0471078,0.0410366,-0.875755
11.4533,0.000334114,0.00952652,0.022823,-0.105526,-0.111519,-1.18074
11.454,0.000735052,0.00913389,0.0220387,0.0471078,0.0410366,-1.33345
11.4547,0.000334114,0.00760469,0.0216465,0.81003,0.346149,-1.18074
11.4553,0.00106917,0.00723272,0.0216465,0.352252,0.193593,-1.63889
11.456,0.00187104,0.00760469,0.0213328,0.352252,0.193593,-1.79115
11.4567,0.00220516,0.00646812,0.0205485,0.504886,0.193593,-1.48617
11.4573,0.00300703,0.00533155,0.0189799,0.352252,0.193593,-1.33345
11.458,0.00374208,0.00456694,0.0186662,0.504886,0.193593,-1.18074
11.4587,0.00454396,0.00380234,0.0186662,0.504886,0.193593,-1.33345
11.4593,0.00527901,0.00303774,0.0186662,0.352252,0.0410366,-1.48617
11.46,0.00567995,0.00303774,0.0178819,0.352252,-0.264075,-1.63889
11.4607,0.006415,0.00340971,0.0163133,0.352252,-0.111519,-1.63889
11.4613,0.00721687,0.00303774,0.0148232,0.504886,0.193593,-1.33345
11.462,0.00835286,0.00380234,0.014431,0.352252,-0.416632,-1.79115
11.4627,0.00948885,0.00493891,0.0136467,-0.105526,-0.416632,-1.94387
11.4633,0.00988979,0.00493891,0.0121566,0.199742,0.498705,-1.48617
11.464,0.00988979,0.00493891,0.00948997,0.0471078,0.193593,-1.63889
11.4647,0.00988979,0.00570351,0.00682336,-0.105526,-0.416632,-1.94387
11.4653,0.00988979,0.00607548,0.00525477,0.199742,-0.264075,-1.63889
11.466,0.00948885,0.00646812,0.00486263,0.0471078,-0.264075,-1.79115
11.4667,0.0102239,0.00684008,0.00415676,-0.105526,-0.264075,-1.94387
11.4673,0.0106248,0.00760469,0.00298032,0.352252,0.193593,-1.79115
11.468,0.0106248,0.00876192,0.00219603,0.199742,0.193593,-1.94387
11.4687,0.0102239,0.0102911,0.000705865,-0.105526,-0.264075,-2.09659
11.4693,0.0110258,0.0110351,-0.00156859,0.352252,-0.416632,-1.79115
11.47,0.0106248,0.0110351,-0.00274503,0.657396,-0.111519,-1.63889
11.4707,0.00988979,0.0106631,-0.00384304,0.504886,0.346149,-1.79115
11.4713,0.0087538,0.0102911,-0.00501949,0.352252,0.498705,-1.79115
11.472,0.00755099,0.0106631,-0.00580378,0.0471078,0.0410366,-1.63889
11.4727,0.00721687,0.0125643,-0.00650965,0.352252,0.0410366,-1.48617
11.4733,0.00681593,0.0144861,-0.00690179,0.199742,0.193593,-1.48617
11.474,0.00567995,0.0148581,-0.00729394,-0.105526,0.0410366,-1.94387
11.4747,0.00487807,0.0152507,-0.00807824,0.504886,0.0410366,-1.94387
11.4753,0.00414302,0.0152507,-0.00847038,0.199742,-0.111519,-1.94387
11.476,0.00340797,0.0156227,-0.00886253,-0.105526,0.0410366,-1.79115
11.4767,0.00300703,0.0171519,-0.0107448,0.352252,0.193593,-1.48617
11.4773,0.00220516,0.0179165,-0.0130193,-0.105526,-0.111519,-1.94387
11.478,0.00106917,0.0175238,-0.0138036,-0.105526,0.193593,-1.79115
11.4787,0.00106917,0.0179165,-0.0130193,0.352252,0.346149,-1.48617
11.4793,0.0014701,0.0179165,-0.0138036,-0.105526,0.0410366,-1.79115
11.48,0.00106917,0.0186811,-0.0145879,-0.105526,0.193593,-1.79115
11.4807,0.0014701,0.0201896,-0.0152937,0.352252,0.498705,-1.79115
11.4813,0.000735052,0.0209542,-0.016078,0.352252,0.346149,-1.79115
11.482,-6.68229E-05,0.0213469,-0.0172545,0.0471078,0.193593,-1.79115
11.4827,0.000735052,0.0224834,-0.0168623,-0.258036,0.0410366,-2.24885
11.4833,0.00106917,0.0228761,-0.0156859,0.0471078,0.193593,-1.94387
11.484,-6.68229E-05,0.023248,-0.0164702,0.352252,0.346149,-1.48617
11.4847,-6.68229E-05,0.0236407,-0.0176466,0.199742,0.346149,-1.79115
11.4853,-6.68229E-05,0.0236407,-0.0176466,0.0471078,0.498705,-2.09659
11.486,-0.000801875,0.023248,-0.0183525,-0.105526,0.498705,-2.24885
11.4867,-0.000801875,0.0236407,-0.0191368,0.504886,0.498705,-1.79115
11.4873,-0.000400937,0.0240126,-0.0183525,0.352252,0.346149,-1.63889
11.488,-6.68229E-05,0.0244053,-0.0179603,-0.563305,-0.264075,-2.24885
11.4887,-0.000400937,0.0251492,-0.0179603,-0.105526,0.346149,-1.94387
11.4893,-0.000801875,0.0251492,-0.0187446,0.504886,0.651574,-1.79115
11.49,-0.00120281,0.0244053,-0.0187446,0.0471078,-0.111519,-2.24885
11.4907,-0.00193786,0.0255418,-0.0187446,0.199742,0.193593,-1.94387
